ISBN,Title,Author,Year,Publisher,synopsis,subjects,genres,language,pages,binding,image_url,overview
0590251589,"The Truth About Stacey (Baby-Sitters Club, 3)",Ann M. Martin,1995,Scholastic,"Stacey, a member of the Baby-sitters Club, struggles with her parents who refuse to accept that she has diabetes, baby-sitting problems, and a rival baby-sitting club.","Juvenile Fiction, Business, Careers, Occupations, Health & Daily Living, Diseases, Illnesses & Injuries, Social Themes","Juvenile Fiction, Business, Careers, Occupations, Health & Daily Living",en,167.0,Paperback,https://images.isbndb.com/covers/3591453482398.jpg,
0590227637,"Claudia and the Phantom Phone Calls (Baby-Sitters Club, 2)",Ann M. Martin,1995,Scholastic,"The baby-sitters have been getting mysterious phone calls when they're out on jobs. When a phone rings and they pick up, there's no one on the other end of the line. Claudia has always liked reading mysteries, but she doesn't like it when it happens to her. So she and the baby-sitters decide to take action-with some very mixed results.","Juvenile Fiction, Business, Careers, Occupations, People & Places, United States, African American & Black, Mysteries & Detective Stories, Social Themes","Juvenile Fiction, Business, Careers, Occupations, People & Places",en,176.0,Paperback,https://images.isbndb.com/covers/3351943482398.jpg,
0590224735,Kristy's Great Idea (The Baby-Sitter's Club #1),Ann M. Martin,1995,Scholastic,"Kristy thinks the Baby-sitters Club is a great idea. She and her friends Claudia, Stacey and Mary Anne all love taking care of kids. A club will give them the chance to have lot of fun - and make tons of money. But nobody counted on crank calls, uncontrollable two-year-olds, wild pets and parents who don't always tell the truth. And then there's Stacey, who's acting more and more mysterious. Having a baby-sitters club isn't easy, but Kristy and her friends aren't giving up until they get it right!","Juvenile Fiction, Business, Careers, Occupations, Social Themes, Adolescence & Coming of Age","Juvenile Fiction, Business, Careers, Occupations, Social Themes",en,153.0,Paperback,https://images.isbndb.com/covers/3322923482398.jpg,
0141301074,The Twits (Puffin Novels),Roald Dahl,1998,Puffin Books,"""If a person has ugly thoughts, it begins to show on the face. And when that person has ugly thoughts every day, every week, every year, the face gets uglier and uglier until it looks so ugly you can hardly bear to look at it."" How do you outwit a Twit? Mr. and Mrs. Twit are the smelliest, ugliest people in the world. They hate everything -- except playing mean jokes on each other, catching innocent birds to put in their Bird Pies, and making their caged monkeys, the Muggle-Wumps, stand on their heads all day. But the Muggle-Wumps have had enough. They don't just want out, they want revenge.","Juvenile Fiction, Classics, Humorous Stories","Juvenile Fiction, Classics, Humorous Stories",en,76.0,Paperback,https://images.isbndb.com/covers/7812733482238.jpg,
0671016792,SKATING FOR THE GOLD,Chip Lovitt,1997,Simon Spotlight Entertainment,"As the 1988 Winter Olympics approaches, two young American figure skating champions, Tara Lipinski and Michelle Kwan, prepare themselves for the ultimate showdown. Skating for the gold gives fans a closer look at these two highly-popular skaters--on and off the ice. Photos throughout.","Biography & Autobiography, Sports, Juvenile Nonfiction, Sports & Recreation, Girls & Women, Winter Sports, Ice Skating","Biography & Autobiography, Sports, Juvenile Nonfiction",en,129.0,Mass Market Paperback,https://images.isbndb.com/covers/24841373482426.jpg,
0452278902,The Green Mile: The Complete Serial Novel,Stephen King,1997,Plume Books,"Celebrating the one year anniversary of Stephen King's record-smashing success in 1996, his popular serial The Green Mile is being published in a A complete 3 pack collectible edition.","FICTION_HORROR, GEORGIA_FICTION, COFFEY, JOHN (FICTITIOUS CHARACTER)_FICTION","FICTION_HORROR, GEORGIA_FICTION, COFFEY, JOHN (FICTITIOUS CHARACTER)_FICTION",en,480.0,Paperback,https://images.isbndb.com/covers/68343482349.jpg,
074343627X,Dreamcatcher,Stephen King,2001,Pocket,"Once upon a time, in the haunted city of Derry, four boys stood together and did a brave thing. It was something that changed them in ways they could never begin to understand.<br><br>Twenty-five years after saving a Down's-syndrome kid from bullies, Beav, Henry, Pete, and Jonesy -- now men with separate lives and separate problems -- reunite in the woods of Maine for their annual hunting trip. But when a stranger stumbles into their camp, disoriented and mumbling something about lights in the sky, chaos erupts. Soon, the four friends are plunged into a horrifying struggle with a creature from another world where their only chance of survival is locked in their shared past -- and in the Dreamcatcher.<br> <br>Never before has Stephen King contended so frankly with the heart of darkness. <i>Dreamcatcher,</i> his first full-length novel since <i>Bag of Bones,</i> is a powerful story of astonishing range that will satisfy fans both new and old.","Fiction, Literary, Horror","Fiction, Literary, Horror",en,896.0,Mass Market Paperback,https://images.isbndb.com/covers/18805663482452.jpg,
039914465X,Southern Cross,Patricia Daniels Cornwell,1999,Putnam Pub Group,"The new police chief of Richmond, Virginia, Judy Hammer struggles to cope with her grief over the death of her husband, political turmoil, and police corruption, as she and her deputy chief, Virginia West, and rookie Andy Brazil work to clean up a city in trouble. 600,000 first printing. Lit Guild, Mystery Guild, & Doubleday Main.","VIRGINIA_FICTION, HAMMER, JUDY (FICTITIOUS CHARACTER)_FICTION, FICTION_MYSTERY & DETECTIVE_WOMEN SLEUTHS, POLICEWOMEN_FICTION","VIRGINIA_FICTION, HAMMER, JUDY (FICTITIOUS CHARACTER)_FICTION, FICTION_MYSTERY & DETECTIVE_WOMEN SLEUTHS",en,280.0,Hardcover,https://images.isbndb.com/covers/2355833482330.jpg,
1558747699,Chicken Soup for the Writer's Soul : Stories to Open the Heart and Rekindle the Spirit of Writers (Chicken Soup for the Soul),Jack Canfield,2000,Health Communications,"Being a writer can be a lonely and frustrating experience. The stories in this book-by a wide range of professional writers, novelists, journalists, freelancers, poets and screenwriters-will give readers insight into the human trials, tribulations and triumphs of writers, and writers a source of inspiration and commiseration. <p>Whether readers are beginning writers, seasoned pros or wannabes, the stories of purpose, passion, endurance and success contained in Chicken Soup for the Writer's Soul will inform, entertain, uplift and inspire them. In its pages, they will learn important lessons on: the importance of perseverance, the value of being yourself, the process of discovering your own voice, the need for mentors and allies, and the power of following your heartfelt dreams. Contributors include: Sue Grafton, Steve Allen, Dave Barry, Agatha Christie, Art Linkletter, Terry McMillan, and more.</p>","Language Arts & Disciplines, Writing, Authorship","Language Arts & Disciplines, Writing, Authorship",en,406.0,Paperback,https://images.isbndb.com/covers/27040743482742.jpg,
067102423X,Bag of Bones,Stephen King,1999,Pocket,"From #1 New York Times bestselling author Stephen King, a powerful tale of grief, of love's enduring bonds, and the haunting secrets of the past.<br><br>Four years after the sudden death of his wife, forty-year-old bestselling novelist Mike Noonan is still grieving. Unable to write, and plagued by vivid nightmares set at the western Maine summerhouse he calls Sara Laughs, Mike reluctantly returns to the lakeside getaway. There, he finds his beloved Yankee town held in the grip of a powerful millionaire, Max Devore, whose vindictive purpose is to take his three-year-old granddaughter, Kyra, away from her widowed young mother, Mattie. As Mike is drawn into Mattie and Kyra's struggle, as he falls in love with both of them, he is also drawn into the mystery of Sara Laughs, now the site of ghostly visitations and escalating terrors. What are the forces that have been unleashed here -- and what do they want of Mike Noonan?<br> <br>It is no secret that King is one of our most mesmerizing storytellers. In <i>Bag of Bones,</i> he proves to be one of our most moving as well.","Fiction, Horror, Literary, Thrillers, Suspense","Fiction, Horror, Literary",en,732.0,Mass Market Paperback,https://images.isbndb.com/covers/24915853482426.jpg,
0380797399,Faded Coat of Blue,Owen Parry,2000,Avon,"A recent immigrant to this land -- where American has taken up arms against American -- Abel Jones finds himself mysteriously chosen as confidential agent to General George McClellan, the ""savior of the Union."" No stranger to the cruel paradoxes of war, Jones is asked to investigate the death of Anthony Fowler, a young volunteer captain shot through the heart outside an encampment of raw recruits. Fowler was one of the North's ""golden youth,"" envied and idolized, an impassioned abolitionist and sole sone of a powerful merchant dynasty. Instantly, his murder is blamed on the Confederates -- but whispers haunt the death of this fallen martyr, leading Abel Jones from the blood of the battlefield through the intrigues of Washington, D.C., and into a web of secrets and sinister relationships where evil and good intertwine...and where heroes fall prey to those who cherished them the most.","Fiction, Historical, Civil War Era, Thrillers, Suspense, War & Military","Fiction, Historical, Civil War Era",en,368.0,Mass Market Paperback,https://images.isbndb.com/covers/15483773482323.jpg,
0345334531,Feast of All Saints,Anne Rice,1986,Ballantine Books,"In the days before the Civil War, there lived a Louisiana people unique in Southern histroy. Though descended from African slaves, they were also descended from the French and Spanish who enslaved them. Called the Free People of Color, this dazzling historical novel chronicles the lives of four of them--men and women caught perilously between the worlds of master and slave, privilege and oppression, passion and pain.","Fiction, Literary, Ghost, Romance","Fiction, Literary, Ghost",en,640.0,Mass Market Paperback,https://images.isbndb.com/covers/25970443482310.jpg,
